tibetan_syllable	target	target_authority	tibetan_role	tibetan_feature	target_start	target_end	target_span	rule_id	structural_context	domain_authority
ཆངས	chaṅs	complete_not_currently_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
ཆངས	chaṅs	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
ཆངས	chaṅs	complete_not_currently_authoritative	suffix_coda	ང	3	4	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound
ཆངས	chaṅs	complete_not_currently_authoritative	post_suffix	ས	4	5	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound
ཆད	chad	complete_not_currently_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
ཆད	chad	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
ཆད	chad	complete_not_currently_authoritative	suffix_coda	ད	3	4	d	CORPUS_DDC164B090C8	contrastive	ordinary_tibetan_lexical_or_compound
ཆན	chan	complete_not_currently_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
ཆན	chan	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
ཆན	chan	complete_not_currently_authoritative	suffix_coda	ན	3	4	n	CORPUS_76CFA3FCFF21	contrastive	ordinary_tibetan_lexical_or_compound
ཆབ	chab	correction_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
ཆབ	chab	correction_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
ཆབ	chab	correction_authoritative	suffix_coda	བ	3	4	b	CORPUS_0C6592BB5CEF	contrastive	ordinary_tibetan_lexical_or_compound
ཆབས	chabs	complete_not_currently_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
ཆབས	chabs	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
ཆབས	chabs	complete_not_currently_authoritative	suffix_coda	བ	3	4	b	CORPUS_0C6592BB5CEF	contrastive	ordinary_tibetan_lexical_or_compound
ཆབས	chabs	complete_not_currently_authoritative	post_suffix	ས	4	5	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound
ཆམ	cham	complete_not_currently_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
ཆམ	cham	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
ཆམ	cham	complete_not_currently_authoritative	suffix_coda	མ	3	4	m	CORPUS_5683E9A09D00	contrastive	ordinary_tibetan_lexical_or_compound
ཆམོ	chom	complete_not_currently_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཆམོ	chom	complete_not_currently_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཆམོ	chom	complete_not_currently_authoritative	suffix_coda	མ	3	4	m	CORPUS_5683E9A09D00	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཆར	char	complete_not_currently_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
ཆར	char	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
ཆར	char	complete_not_currently_authoritative	suffix_coda	ར	3	4	r	CORPUS_6783C3DA00D4	contrastive	ordinary_tibetan_lexical_or_compound
ཆལ	chal	complete_not_currently_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
ཆལ	chal	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
ཆལ	chal	complete_not_currently_authoritative	suffix_coda	ལ	3	4	l	RESIDUAL_A5A2CF47705E	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
ཆས	chas	complete_not_currently_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
ཆས	chas	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
ཆས	chas	complete_not_currently_authoritative	suffix_coda	ས	3	4	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound
ཆི	chi	correction_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཆི	chi	correction_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཆིག	chig	complete_not_currently_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཆིག	chig	complete_not_currently_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཆིག	chig	complete_not_currently_authoritative	suffix_coda	ག	3	4	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཆིགས	chigs	complete_not_currently_authoritative	root_consonant	ཆ	0	2	ch	RESIDUAL_59F309DD5F15	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཆིགས	chigs	complete_not_currently_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཆིགས	chigs	complete_not_currently_authoritative	suffix_coda	ག	3	4	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཆིགས	chigs	complete_not_currently_authoritative	post_suffix	ས	4	5	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
