tibetan_syllable	target	target_authority	tibetan_role	tibetan_feature	target_start	target_end	target_span	rule_id	structural_context	domain_authority
བརྐན	brkan	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐན	brkan	complete_not_currently_authoritative	root_consonant	ཀ	2	3	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྐན	brkan	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྐན	brkan	complete_not_currently_authoritative	suffix_coda	ན	4	5	n	CORPUS_76CFA3FCFF21	contrastive	ordinary_tibetan_lexical_or_compound
བརྐམ	brkam	correction_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྐམ	brkam	correction_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐམ	brkam	correction_authoritative	root_consonant	ཀ	2	3	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྐམ	brkam	correction_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྐམ	brkam	correction_authoritative	suffix_coda	མ	4	5	m	CORPUS_5683E9A09D00	contrastive	ordinary_tibetan_lexical_or_compound
བརྐུ	brku	correction_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྐུ	brku	correction_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐུ	brku	correction_authoritative	root_consonant	ཀ	2	3	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྐུ	brku	correction_authoritative	vowel	u	3	4	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound
བརྐུས	brkus	correction_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྐུས	brkus	correction_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐུས	brkus	correction_authoritative	root_consonant	ཀ	2	3	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྐུས	brkus	correction_authoritative	vowel	u	3	4	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound
བརྐུས	brkus	correction_authoritative	suffix_coda	ས	4	5	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound
བརྐོ	brko	correction_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྐོ	brko	correction_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐོ	brko	correction_authoritative	root_consonant	ཀ	2	3	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྐོ	brko	correction_authoritative	vowel	o	3	4	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound
བརྐོས	brkos	correction_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྐོས	brkos	correction_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐོས	brkos	correction_authoritative	root_consonant	ཀ	2	3	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྐོས	brkos	correction_authoritative	vowel	o	3	4	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound
བརྐོས	brkos	correction_authoritative	suffix_coda	ས	4	5	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱང	brkyaṅ	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱང	brkyaṅ	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱང	brkyaṅ	complete_not_currently_authoritative	root_consonant	ཀ	2	3	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྐྱང	brkyaṅ	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱང	brkyaṅ	complete_not_currently_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱང	brkyaṅ	complete_not_currently_authoritative	suffix_coda	ང	5	6	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound
བརྐྱངས	brkyaṅs	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱངས	brkyaṅs	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱངས	brkyaṅs	complete_not_currently_authoritative	root_consonant	ཀ	2	3	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྐྱངས	brkyaṅs	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱངས	brkyaṅs	complete_not_currently_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱངས	brkyaṅs	complete_not_currently_authoritative	suffix_coda	ང	5	6	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound
བརྐྱངས	brkyaṅs	complete_not_currently_authoritative	post_suffix	ས	6	7	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱད	brkyad	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱད	brkyad	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱད	brkyad	complete_not_currently_authoritative	root_consonant	ཀ	2	3	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྐྱད	brkyad	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱད	brkyad	complete_not_currently_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱད	brkyad	complete_not_currently_authoritative	suffix_coda	ད	5	6	d	CORPUS_DDC164B090C8	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱས	brkyas	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱས	brkyas	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱས	brkyas	complete_not_currently_authoritative	root_consonant	ཀ	2	3	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྐྱས	brkyas	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱས	brkyas	complete_not_currently_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱས	brkyas	complete_not_currently_authoritative	suffix_coda	ས	5	6	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱིངས	brkyiṅs	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱིངས	brkyiṅs	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱིངས	brkyiṅs	complete_not_currently_authoritative	root_consonant	ཀ	2	3	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྐྱིངས	brkyiṅs	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱིངས	brkyiṅs	complete_not_currently_authoritative	vowel	i	4	5	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound
བརྐྱིངས	brkyiṅs	complete_not_currently_authoritative	suffix_coda	ང	5	6	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound
བརྐྱིངས	brkyiṅs	complete_not_currently_authoritative	post_suffix	ས	6	7	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound
བརྒ	brga	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒ	brga	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒ	brga	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒ	brga	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒང	brgaṅ	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒང	brgaṅ	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒང	brgaṅ	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒང	brgaṅ	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒང	brgaṅ	complete_not_currently_authoritative	suffix_coda	ང	4	5	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound
བརྒད	brgad	correction_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒད	brgad	correction_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒད	brgad	correction_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒད	brgad	correction_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒད	brgad	correction_authoritative	suffix_coda	ད	4	5	d	CORPUS_DDC164B090C8	contrastive	ordinary_tibetan_lexical_or_compound
བརྒན	brgan	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒན	brgan	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒན	brgan	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒན	brgan	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒན	brgan	complete_not_currently_authoritative	suffix_coda	ན	4	5	n	CORPUS_76CFA3FCFF21	contrastive	ordinary_tibetan_lexical_or_compound
བརྒལ	brgal	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒལ	brgal	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒལ	brgal	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒལ	brgal	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒལ	brgal	complete_not_currently_authoritative	suffix_coda	ལ	4	5	l	RESIDUAL_A5A2CF47705E	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྒྱ	brgya	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱ	brgya	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱ	brgya	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱ	brgya	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱ	brgya	complete_not_currently_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱག	brgyag	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱག	brgyag	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱག	brgyag	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱག	brgyag	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱག	brgyag	complete_not_currently_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱག	brgyag	complete_not_currently_authoritative	suffix_coda	ག	5	6	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱགས	brgyags	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱགས	brgyags	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱགས	brgyags	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱགས	brgyags	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱགས	brgyags	complete_not_currently_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱགས	brgyags	complete_not_currently_authoritative	suffix_coda	ག	5	6	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱགས	brgyags	complete_not_currently_authoritative	post_suffix	ས	6	7	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱངས	brgyaṅs	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱངས	brgyaṅs	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱངས	brgyaṅs	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱངས	brgyaṅs	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱངས	brgyaṅs	complete_not_currently_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱངས	brgyaṅs	complete_not_currently_authoritative	suffix_coda	ང	5	6	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound
བརྒྱངས	brgyaṅs	complete_not_currently_authoritative	post_suffix	ས	6	7	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱད	brgyad	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱད	brgyad	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱད	brgyad	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱད	brgyad	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱད	brgyad	complete_not_currently_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱད	brgyad	complete_not_currently_authoritative	suffix_coda	ད	5	6	d	CORPUS_DDC164B090C8	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱན	brgyan	correction_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱན	brgyan	correction_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱན	brgyan	correction_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱན	brgyan	correction_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱན	brgyan	correction_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱན	brgyan	correction_authoritative	suffix_coda	ན	5	6	n	CORPUS_76CFA3FCFF21	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱབ	brgyab	correction_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱབ	brgyab	correction_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱབ	brgyab	correction_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱབ	brgyab	correction_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱབ	brgyab	correction_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱབ	brgyab	correction_authoritative	suffix_coda	བ	5	6	b	CORPUS_0C6592BB5CEF	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱར	brgyar	correction_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱར	brgyar	correction_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱར	brgyar	correction_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱར	brgyar	correction_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱར	brgyar	correction_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱར	brgyar	correction_authoritative	suffix_coda	ར	5	6	r	CORPUS_6783C3DA00D4	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱལ	brgyal	correction_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱལ	brgyal	correction_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱལ	brgyal	correction_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱལ	brgyal	correction_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱལ	brgyal	correction_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱལ	brgyal	correction_authoritative	suffix_coda	ལ	5	6	l	RESIDUAL_A5A2CF47705E	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
བརྒྱས	brgyas	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱས	brgyas	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱས	brgyas	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱས	brgyas	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱས	brgyas	complete_not_currently_authoritative	vowel	a	4	5	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱས	brgyas	complete_not_currently_authoritative	suffix_coda	ས	5	6	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུ	brgyu	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུ	brgyu	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུ	brgyu	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུ	brgyu	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུ	brgyu	complete_not_currently_authoritative	vowel	u	4	5	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུག	brgyug	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུག	brgyug	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུག	brgyug	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུག	brgyug	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུག	brgyug	complete_not_currently_authoritative	vowel	u	4	5	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུག	brgyug	complete_not_currently_authoritative	suffix_coda	ག	5	6	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུད	brgyud	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུད	brgyud	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུད	brgyud	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུད	brgyud	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུད	brgyud	complete_not_currently_authoritative	vowel	u	4	5	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུད	brgyud	complete_not_currently_authoritative	suffix_coda	ད	5	6	d	CORPUS_DDC164B090C8	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུར	brgyur	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུར	brgyur	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུར	brgyur	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུར	brgyur	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུར	brgyur	complete_not_currently_authoritative	vowel	u	4	5	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུར	brgyur	complete_not_currently_authoritative	suffix_coda	ར	5	6	r	CORPUS_6783C3DA00D4	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུས	brgyus	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུས	brgyus	complete_not_currently_authoritative	superscript	ར	1	2	r	CORPUS_987FBEB04DC6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུས	brgyus	complete_not_currently_authoritative	root_consonant	ག	2	3	g	CORPUS_A6063072E7A9	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུས	brgyus	complete_not_currently_authoritative	subjoined_consonants	ཡ	3	4	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུས	brgyus	complete_not_currently_authoritative	vowel	u	4	5	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound
བརྒྱུས	brgyus	complete_not_currently_authoritative	suffix_coda	ས	5	6	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound
བརྟ	brta	complete_not_currently_authoritative	prefix	བ	0	1	b	CORPUS_F39DE6FEA67D	contrastive	ordinary_tibetan_lexical_or_compound
