tibetan_syllable	target	component_rule_ids	rule_evidence_syllables	target_in_rule_evidence	strict_leave_one_out_status	structural_unit_dependencies	domain_rule_dependencies	target_support_channel	authority_status
ཏྱབ	tyab	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ཀན;ཁབ;ཁར;ཁེབ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲབ;ཁྲམ;ཁྲལ;གཅད;གཏད;གཏུམ;གཏོང;གདན;གདུབ;གསལ;གྲང;གྲས;གྲུབ;གླང;ཆག;ཆང;ཆད;ཆར;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐུབ;ཐེབ;ཐོབ;པར;ཕག;ཕད;ཕན;ཕབ;ཕུབ;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྲ;ཕྲན;བཏང;བཏབ;བཙན;བརྟོལ;བརྡབ;བརྩན;བྱད;བྱན;བྱི;བྱེད;བྲབ;བྲལ;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚབ;ཚར;ཛ;ཟ;འཁར;འབབ;ཡན;ཡབ;རབ;རལ;རས;རྟ;རྟགས;རྟུལ;རྟོག;རྟོགས;རྡལ;ལག;ལང;ལས;ལེབ;སར;སྐར;སྐྱོང;སྐྱོབ;སྟན;སྟོང;སྟོད;སྡེབ;སྣ;སྤྱད;སྦྱང;སྦྱར;སློབ	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱམ	tyam	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ཀན;ཁབ;ཁར;ཁོམ;ཁྱག;ཁྱབ;ཁྱིམ;ཁྱེར;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོམ;གཅད;གཏད;གཏུམ;གཏོང;གདན;གསལ;གསུམ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐུམ;ཐེམ;ནམ;པར;ཕག;ཕད;ཕན;ཕབ;ཕམ;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྲ;ཕྲན;བཅོམ;བཏང;བཙན;བརྟོལ;བརྩན;བྱད;བྱན;བྱི;བྱེད;བྲམ;བྲལ;མཚར;མཛད;མྱང;ཙ;ཙམ;ཚགས;ཚར;ཚིམ;ཛ;ཟ;འཁར;ཡན;ཡུམ;རལ;རས;རིམ;རིམས;རྟ;རྟགས;རྟུལ;རྟོག;རྟོགས;རྡལ;ལག;ལང;ལམ;ལས;སར;སྐམ;སྐར;སྐྱོང;སྟན;སྟོང;སྟོད;སྡོམ;སྣ;སྣམ;སྤྱད;སྦྱང;སྦྱར	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱར	tyar	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ཀན;ཀར;ཁབ;ཁར;ཁེར;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲམ;ཁྲལ;གཅད;གཏད;གཏུམ;གཏོང;གཏོར;གདན;གསར;གསལ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཆེར;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐུར;ཐེར;ཐོར;ནོར;པར;པོར;ཕག;ཕད;ཕན;ཕབ;ཕུར;ཕོར;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱིན;ཕྱུགས;ཕྲ;ཕྲན;བཏང;བདར;བཙན;བརྟོལ;བརྡར;བརྩན;བྱད;བྱན;བྱི;བྱེད;བྲལ;མཁར;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཚུར;ཛ;ཟ;ཟུར;ཟེར;འཁར;འཁོར;འབར;ཡན;ཡར;རལ;རས;རྟ;རྟགས;རྟུལ;རྟོག;རྟོགས;རྡལ;ལག;ལང;ལས;ཤོར;སར;སེར;སོར;སྐར;སྐོར;སྐྱོང;སྟན;སྟེར;སྟོང;སྟོད;སྣ;སྤྱད;སྦྱང;སྦྱར;སྦྱོར	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱི	tyi	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F	ཀི;ཁྱག;ཁྱབ;ཁྱེར;ཁྲིད;གཏད;གཏུམ;གཏོང;གི;གྲི;གླིང;ཅི;ཅིག;ཆིག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐིག;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲིག;ཕྲིན;བཏང;བརྟོལ;བྱན;བྱི;བྱིན;བྱེད;བྲི;མགྲིན;ཙི;ཚིགས;ཚིལ;ཛི;ཡི;ཡིན;རི;རིག;རིལ;རིས;རྟ;རྟུལ;རྟོག;རྟོགས;ལིང;སྐྱིད;སྐྱིལ;སྐྱོང;སྟོང;སྟོད;སྦྱང;སྲིང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱིན	tyin	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ཀན;ཀི;ཁོན;ཁྱག;ཁྱབ;ཁྱེར;ཁྲིད;ཁྲོན;གཏད;གཏུམ;གཏོང;གདོན;གི;གྲི;གླིང;ཅི;ཅིག;ཆིག;ཆུན;ཆེན;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐིག;ཐུན;ཐེན;ཐོན;དམན;ནོན;པན;ཕན;ཕོན;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲན;ཕྲིག;ཕྲིན;བཏང;བཙན;བརྟོལ;བྱན;བྱི;བྱིན;བྱེད;བྲན;བྲི;བློན;མཁན;མགྲིན;མཐུན;ཙི;ཚིགས;ཚིལ;ཚུན;ཛི;ཟན;ཡན;ཡི;ཡིན;ཡོན;རི;རིག;རིལ;རིས;རྒྱུན;རྟ;རྟུལ;རྟོག;རྟོགས;རྩེན;ལིང;ལེན;ཤན;སྐྱིད;སྐྱིལ;སྐྱོང;སྟན;སྟོང;སྟོད;སྟོན;སྤྱན;སྦྱང;སྲིང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱིམ	tyim	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00	ཀི;ཁོམ;ཁྱག;ཁྱབ;ཁྱིམ;ཁྱེར;ཁྲམ;ཁྲིད;ཁྲོམ;གཏད;གཏུམ;གཏོང;གསུམ;གི;གྲི;གླིང;ཅི;ཅིག;ཆིག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐམ;ཐམས;ཐིག;ཐུམ;ཐེམ;ནམ;ཕམ;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲིག;ཕྲིན;བཅོམ;བཏང;བརྟོལ;བྱན;བྱི;བྱིན;བྱེད;བྲམ;བྲི;མགྲིན;ཙམ;ཙི;ཚིགས;ཚིམ;ཚིལ;ཛི;ཡི;ཡིན;ཡུམ;རི;རིག;རིམ;རིམས;རིལ;རིས;རྟ;རྟུལ;རྟོག;རྟོགས;ལམ;ལིང;སྐམ;སྐྱིད;སྐྱིལ;སྐྱོང;སྟོང;སྟོད;སྡོམ;སྣམ;སྦྱང;སྲིང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱུ	tyu	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722	ཀུན;ཁུག;ཁུང;ཁུལ;ཁྱག;ཁྱབ;ཁྱེར;གཏད;གཏུམ;གཏོང;གདུང;གུ;གྲུ;ཆུག;ཆུང;ཆུད;ཆུན;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;དུ;དྲུག;ནུ;ཕུག;ཕུད;ཕུབ;ཕུར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྱུང;ཕྲུ;ཕྲུག;བཏང;བཙུན;བརྟུལ;བརྟོལ;བསྐུར;བྱན;བྱི;བྱེད;མཐུ;མཚུར;ཚུགས;ཚུར;ཚུལ;ཟུར;ཡུལ;རུག;རུས;རྟ;རྟུལ;རྟོག;རྟོགས;རྡུལ;ལུ;ལུག;ལུང;ལུས;སྐྱོང;སྟོང;སྟོད;སྦྱང;སྲུང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱུག	tyug	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ཀུན;ཁུག;ཁུང;ཁུལ;ཁོག;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲོག;གཏད;གཏུམ;གཏོང;གདུང;གཡོག;གུ;གྲུ;ཅིག;ཅོག;ཆག;ཆུག;ཆུང;ཆུད;ཆུན;ཆོག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེག;ཐོག;དམག;དུ;དྲུག;དྲེག;ནག;ནུ;པག;ཕག;ཕུག;ཕུད;ཕུབ;ཕུར;ཕོག;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྱུང;ཕྲིག;ཕྲུ;ཕྲུག;བཏང;བདག;བཙུན;བརྟུལ;བརྟོལ;བསྐུར;བྱན;བྱི;བྱེད;བྲག;མཐུ;མཐུག;མཚུར;ཚག;ཚུགས;ཚུར;ཚུལ;ཟུག;ཟུར;ཡིག;ཡུལ;རིག;རིགས;རུག;རུས;རོག;རྟ;རྟུལ;རྟོག;རྟོགས;རྡུལ;རྡེག;རྡོག;ལག;ལུ;ལུག;ལུང;ལུས;ལོག;ལྷག;ཤོག;སྐྱོང;སྒྲོག;སྟག;སྟོང;སྟོད;སྦྱང;སྲུང;སྲོག;སློག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱོ	tyo	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695	ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏད;གཏུམ;གཏོང;གཏོར;གདོང;གདོན;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆོག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;པོར;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;བཏང;བརྟོལ;བརྩོན;བསྐོར;བྱན;བྱི;བྱེད;བྲོ;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚོལ;ཚོས;ཟོར;འཁོར;ཡོན;ཡོལ;རོ;རོག;རྟ;རྟུལ;རྟོག;རྟོགས;རྡོག;རྡོལ;ལོ;ལོག;ལོང;ཤོད;སོ;སོར;སྐོར;སྐྱོང;སྟོང;སྟོད;སྟོན;སྤྱོད;སྦྱང;སྦྱོང;སྦྱོར	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱོགས	tyogs	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ཁུག;ཁུགས;ཁེབས;ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏད;གཏུམ;གཏོང;གཏོར;གདོང;གདོན;གཡོག;གཡོགས;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅིག;ཅོ;ཅོག;ཆག;ཆགས;ཆུག;ཆོག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐབས;ཐམས;ཐེག;ཐེབས;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དམག;དོ;དྲེག;དྲོ;ནག;ནགས;པག;པགས;པོར;ཕག;ཕུག;ཕུགས;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྲིག;ཕྲུག;བཏང;བདག;བརྟགས;བརྟོལ;བརྩོན;བསྐོར;བྱན;བྱི;བྱེད;བྲག;བྲོ;མགྲོན;མཆོད;མཐུག;མཐོ;མཛོད;མྱོང;ཚག;ཚགས;ཚོལ;ཚོས;ཟུག;ཟོར;འཁོར;ཡིག;ཡོན;ཡོལ;རིག;རིགས;རིམས;རུག;རོ;རོག;རྟ;རྟུལ;རྟོག;རྟོགས;རྡེག;རྡོག;རྡོལ;ལག;ལུག;ལོ;ལོག;ལོང;ལྕགས;ལྷག;ཤོག;ཤོད;སོ;སོར;སྐོར;སྐྱོང;སྒྲོག;སྟག;སྟོང;སྟོད;སྟོན;སྤྱོད;སྦྱང;སྦྱོང;སྦྱོར;སྲོག;སློག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱོད	tyod	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྱད;ཁྱབ;ཁྱེར;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏད;གཏུམ;གཏོང;གཏོར;གདོང;གདོན;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆད;ཆུད;ཆོག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐད;ཐེད;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;དྲོད;ནད;པད;པོར;ཕད;ཕུད;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྱེད;ཕྲད;བཏང;བརྟོལ;བརྩོན;བསྐོར;བྱད;བྱན;བྱི;བྱེད;བྲེད;བྲོ;མགྲོན;མཆོད;མཐུད;མཐོ;མཛོད;མྱོང;ཚུད;ཚོལ;ཚོས;ཟོར;འཁོར;ཡོད;ཡོན;ཡོལ;རོ;རོག;རྒོད;རྒྱུད;རྟ;རྟུལ;རྟོག;རྟོགས;རྡོག;རྡོལ;རྩེད;ལོ;ལོག;ལོང;ཤེད;ཤོད;སོ;སོར;སྐད;སྐོར;སྐྱིད;སྐྱེད;སྐྱོང;སྟོང;སྟོད;སྟོན;སྡོད;སྤྱད;སྤྱོད;སྦྱང;སྦྱོང;སྦྱོར;སྲིད	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱོན	tyon	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ཀན;ཁོག;ཁོང;ཁོན;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲོག;ཁྲོད;ཁྲོན;ཁྲོམ;ཁྲོལ;གཅོད;གཏད;གཏུམ;གཏོང;གཏོར;གདོང;གདོན;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆུན;ཆེན;ཆོག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐུན;ཐེན;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དམན;དོ;དྲོ;ནོན;པན;པོར;ཕན;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྲན;ཕྲིན;བཏང;བཙན;བརྟོལ;བརྩོན;བསྐོར;བྱན;བྱི;བྱིན;བྱེད;བྲན;བྲོ;བློན;མཁན;མགྲོན;མཆོད;མཐུན;མཐོ;མཛོད;མྱོང;ཚུན;ཚོལ;ཚོས;ཟན;ཟོར;འཁོར;ཡན;ཡིན;ཡོན;ཡོལ;རོ;རོག;རྒྱུན;རྟ;རྟུལ;རྟོག;རྟོགས;རྡོག;རྡོལ;རྩེན;ལེན;ལོ;ལོག;ལོང;ཤན;ཤོད;སོ;སོར;སྐོར;སྐྱོང;སྟན;སྟོང;སྟོད;སྟོན;སྤྱན;སྤྱོད;སྦྱང;སྦྱོང;སྦྱོར	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱོར	tyor	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ཀར;ཁར;ཁེར;ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏད;གཏུམ;གཏོང;གཏོར;གདོང;གདོན;གསར;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆར;ཆེར;ཆོག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐར;ཐུར;ཐེར;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;ནོར;པར;པོར;ཕུར;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱིན;ཕྱུགས;བཏང;བདར;བརྟོལ;བརྡར;བརྩོན;བསྐོར;བྱན;བྱི;བྱེད;བྲོ;མཁར;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚར;ཚུར;ཚོལ;ཚོས;ཟུར;ཟེར;ཟོར;འཁོར;འབར;ཡར;ཡོན;ཡོལ;རོ;རོག;རྟ;རྟུལ;རྟོག;རྟོགས;རྡོག;རྡོལ;ལོ;ལོག;ལོང;ཤོད;ཤོར;སེར;སོ;སོར;སྐར;སྐོར;སྐྱོང;སྟེར;སྟོང;སྟོད;སྟོན;སྤྱོད;སྦྱང;སྦྱར;སྦྱོང;སྦྱོར	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྱོས	tyos	RESIDUAL_381523970DB6;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏད;གཏུམ;གཏོང;གཏོར;གདོང;གདོན;གསོལ;གོ;གྲས;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆོག;ཆོས;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;ཐོས;དོ;དྲོ;པོར;པོས;ཕས;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱིས;ཕྱུགས;ཕྲས;བཅོས;བཏང;བརྟོལ;བརྩོན;བསྐོར;བསྡུས;བྱན;བྱི;བྱེད;བྲིས;བྲོ;མཁས;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚོལ;ཚོས;ཟས;ཟོར;འཁོར;ཡས;ཡོན;ཡོལ;རས;རིས;རུས;རོ;རོག;རྟ;རྟུལ;རྟོག;རྟོགས;རྡོག;རྡོལ;རྡོས;ལས;ལུས;ལོ;ལོག;ལོང;ལྷས;ཤས;ཤོད;སོ;སོར;སྐོར;སྐྱེས;སྐྱོང;སྟོང;སྟོད;སྟོན;སྤྱོད;སྦྱང;སྦྱོང;སྦྱོར;སྦྲས	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྲ	tra	RESIDUAL_381523970DB6;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30	ཀན;ཁབ;ཁར;ཁྲག;ཁྲབ;ཁྲམ;ཁྲལ;ཁྲོག;ཁྲོན;ཁྲོམ;ཁྲོལ;གཅད;གཏད;གཏུམ;གཏོང;གདན;གསལ;གྲང;གྲས;གྲི;གྲུ;གྲོ;གླང;ཆག;ཆང;ཆད;ཆར;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;དྲེ;དྲོ;པར;ཕག;ཕད;ཕན;ཕབ;ཕྱགས;ཕྱང;ཕྱད;ཕྲ;ཕྲད;ཕྲན;ཕྲས;ཕྲིན;ཕྲུ;ཕྲུག;བཏང;བཙན;བརྟོལ;བརྩན;བྱད;བྱན;བྲང;བྲན;བྲལ;བྲི;བྲེད;བྲོ;མགྲོན;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཛ;ཟ;འཁར;ཡན;རལ;རས;རྟ;རྟགས;རྟུལ;རྟོག;རྟོགས;རྡལ;ལག;ལང;ལས;སར;སྐར;སྟན;སྟོང;སྟོད;སྣ;སྤྱད;སྦྱང;སྦྱར;སྦྲང;སྲོག	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཏྲམ	tram	RESIDUAL_381523970DB6;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ཀན;ཁབ;ཁར;ཁོམ;ཁྱིམ;ཁྲག;ཁྲབ;ཁྲམ;ཁྲལ;ཁྲོག;ཁྲོན;ཁྲོམ;ཁྲོལ;གཅད;གཏད;གཏུམ;གཏོང;གདན;གསལ;གསུམ;གྲང;གྲས;གྲི;གྲུ;གྲོ;གླང;ཆག;ཆང;ཆད;ཆར;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐུམ;ཐེམ;དྲེ;དྲོ;ནམ;པར;ཕག;ཕད;ཕན;ཕབ;ཕམ;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྲ;ཕྲད;ཕྲན;ཕྲས;ཕྲིན;ཕྲུ;ཕྲུག;བཅོམ;བཏང;བཙན;བརྟོལ;བརྩན;བྱད;བྱན;བྲང;བྲན;བྲམ;བྲལ;བྲི;བྲེད;བྲོ;མགྲོན;མཚར;མཛད;མྱང;ཙ;ཙམ;ཚགས;ཚར;ཚིམ;ཛ;ཟ;འཁར;ཡན;ཡུམ;རལ;རས;རིམ;རིམས;རྟ;རྟགས;རྟུལ;རྟོག;རྟོགས;རྡལ;ལག;ལང;ལམ;ལས;སར;སྐམ;སྐར;སྟན;སྟོང;སྟོད;སྡོམ;སྣ;སྣམ;སྤྱད;སྦྱང;སྦྱར;སྦྲང;སྲོག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཏྲི	tri	RESIDUAL_381523970DB6;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F	ཀི;ཁྲག;ཁྲབ;ཁྲིད;ཁྲོག;ཁྲོན;ཁྲོམ;ཁྲོལ;གཏད;གཏུམ;གཏོང;གི;གྲང;གྲི;གྲུ;གྲོ;གླིང;ཅི;ཅིག;ཆིག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐིག;དྲེ;དྲོ;ཕྱིང;ཕྲད;ཕྲན;ཕྲས;ཕྲིག;ཕྲིན;ཕྲུ;ཕྲུག;བཏང;བརྟོལ;བྱིན;བྲང;བྲན;བྲི;བྲེད;བྲོ;མགྲིན;མགྲོན;ཙི;ཚིགས;ཚིལ;ཛི;ཡི;ཡིན;རི;རིག;རིལ;རིས;རྟ;རྟུལ;རྟོག;རྟོགས;ལིང;སྐྱིད;སྐྱིལ;སྟོང;སྟོད;སྦྲང;སྲིང;སྲོག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཏྲིག	trig	RESIDUAL_381523970DB6;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ཀི;ཁུག;ཁོག;ཁྱག;ཁྲག;ཁྲབ;ཁྲིད;ཁྲོག;ཁྲོན;ཁྲོམ;ཁྲོལ;གཏད;གཏུམ;གཏོང;གཡོག;གི;གྲང;གྲི;གྲུ;གྲོ;གླིང;ཅི;ཅིག;ཅོག;ཆག;ཆིག;ཆུག;ཆོག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐིག;ཐེག;ཐོག;དམག;དྲེ;དྲེག;དྲོ;ནག;པག;ཕག;ཕུག;ཕོག;ཕྱིང;ཕྲད;ཕྲན;ཕྲས;ཕྲིག;ཕྲིན;ཕྲུ;ཕྲུག;བཏང;བདག;བརྟོལ;བྱིན;བྲག;བྲང;བྲན;བྲི;བྲེད;བྲོ;མགྲིན;མགྲོན;མཐུག;ཙི;ཚག;ཚིགས;ཚིལ;ཛི;ཟུག;ཡི;ཡིག;ཡིན;རི;རིག;རིགས;རིལ;རིས;རུག;རོག;རྟ;རྟུལ;རྟོག;རྟོགས;རྡེག;རྡོག;ལག;ལིང;ལུག;ལོག;ལྷག;ཤོག;སྐྱིད;སྐྱིལ;སྒྲོག;སྟག;སྟོང;སྟོད;སྦྲང;སྲིང;སྲོག;སློག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
