tibetan_syllable	target	component_rule_ids	rule_evidence_syllables	target_in_rule_evidence	strict_leave_one_out_status	structural_unit_dependencies	domain_rule_dependencies	target_support_channel	authority_status
བྱུ	byu	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722	ཀུན;ཁུག;ཁུང;ཁུལ;ཁྱག;ཁྱབ;ཁྱེར;གདུང;གུ;གྲུ;ཆུག;ཆུང;ཆུད;ཆུན;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;དུ;དྲུག;ནུ;ཕུག;ཕུད;ཕུབ;ཕུར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྱུང;ཕྲུ;ཕྲུག;བཙུན;བརྟུལ;བསྐུར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཐུ;མཚུར;ཚུགས;ཚུར;ཚུལ;ཟུར;འབར;ཡུལ;རུག;རུས;རྡུལ;རྦ;ལུ;ལུག;ལུང;ལུས;སྐྱོང;སྦྱང;སྦྱོང;སྲུང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
བྱུག	byug	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ཀུན;ཁུག;ཁུང;ཁུལ;ཁོག;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲོག;གདུང;གཡོག;གུ;གྲུ;ཅིག;ཅོག;ཆག;ཆུག;ཆུང;ཆུད;ཆུན;ཆོག;ཏིག;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེག;ཐོག;དམག;དུ;དྲུག;དྲེག;ནག;ནུ;པག;ཕག;ཕུག;ཕུད;ཕུབ;ཕུར;ཕོག;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྱུང;ཕྲིག;ཕྲུ;ཕྲུག;བདག;བཙུན;བརྟུལ;བསྐུར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཐུ;མཐུག;མཚུར;ཚག;ཚུགས;ཚུར;ཚུལ;ཟུག;ཟུར;འབར;ཡིག;ཡུལ;རིག;རིགས;རུག;རུས;རོག;རྡུལ;རྡེག;རྡོག;རྦ;ལག;ལུ;ལུག;ལུང;ལུས;ལོག;ལྷག;ཤོག;སྐྱོང;སྒྲོག;སྟག;སྦྱང;སྦྱོང;སྲུང;སྲོག;སློག	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
བྱུགས	byugs	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ཀུན;ཁུག;ཁུགས;ཁུང;ཁུལ;ཁེབས;ཁོག;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲོག;གདུང;གཡོག;གཡོགས;གུ;གྲུ;ཅིག;ཅོག;ཆག;ཆགས;ཆུག;ཆུང;ཆུད;ཆུན;ཆོག;ཏིག;ཐབས;ཐམས;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེག;ཐེབས;ཐོག;དམག;དུ;དྲུག;དྲེག;ནག;ནགས;ནུ;པག;པགས;ཕག;ཕུག;ཕུགས;ཕུད;ཕུབ;ཕུར;ཕོག;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྱུང;ཕྲིག;ཕྲུ;ཕྲུག;བདག;བཙུན;བརྟགས;བརྟུལ;བསྐུར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཐུ;མཐུག;མཚུར;ཚག;ཚགས;ཚུགས;ཚུར;ཚུལ;ཟུག;ཟུར;འབར;ཡིག;ཡུལ;རིག;རིགས;རིམས;རུག;རུས;རོག;རྟོགས;རྡུལ;རྡེག;རྡོག;རྦ;ལག;ལུ;ལུག;ལུང;ལུས;ལོག;ལྕགས;ལྷག;ཤོག;སྐྱོང;སྒྲོག;སྟག;སྦྱང;སྦྱོང;སྲུང;སྲོག;སློག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱུང	byuṅ	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;SUFFIX_NG_TO_NDOT	ཀུན;ཁུག;ཁུང;ཁུལ;ཁོང;ཁྱག;ཁྱབ;ཁྱེར;གཏོང;གདུང;གདོང;གསུང;གུ;གྲང;གྲུ;གྲོང;ཅིང;ཆང;ཆུག;ཆུང;ཆུད;ཆུན;ཐང;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;དུ;དྲུག;ནུ;ཕང;ཕུག;ཕུད;ཕུབ;ཕུར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྱུང;ཕྲུ;ཕྲུག;བཏང;བཙུན;བརྟུལ;བསྐུར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཐུ;མཐོང;མཚུར;ཚང;ཚུགས;ཚུར;ཚུལ;ཟུར;འབར;ཡང;ཡུལ;རིང;རུག;རུས;རྡུལ;རྦ;རྨང;ལང;ལུ;ལུག;ལུང;ལུས;ལོང;སེང;སྐོང;སྐྱོང;སྟེང;སྟོང;སྣང;སྤྱང;སྦྱང;སྦྱོང;སྦྲང;སྲིང;སྲུང;སློང	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱུད	byud	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_DDC164B090C8	ཀུན;ཁུག;ཁུང;ཁུལ;ཁྱག;ཁྱད;ཁྱབ;ཁྱེར;ཁྲོད;གདུང;གུ;གྲུ;ཆད;ཆུག;ཆུང;ཆུད;ཆུན;ཐད;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེད;ཐོད;དུ;དྲུག;དྲོད;ནད;ནུ;པད;ཕད;ཕུག;ཕུད;ཕུབ;ཕུར;ཕོད;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྱུང;ཕྱེད;ཕྲད;ཕྲུ;ཕྲུག;བཙུན;བརྟུལ;བསྐུར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲེད;བྲོ;བླང;མཐུ;མཐུད;མཚུར;ཚུགས;ཚུད;ཚུར;ཚུལ;ཟུར;འབར;ཡུལ;ཡོད;རུག;རུས;རྒོད;རྒྱུད;རྡུལ;རྦ;རྩེད;ལུ;ལུག;ལུང;ལུས;ཤེད;ཤོད;སྐད;སྐྱིད;སྐྱེད;སྐྱོང;སྟོད;སྡོད;སྤྱད;སྦྱང;སྦྱོང;སྲིད;སྲུང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
བྱུན	byun	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ཀན;ཀུན;ཁུག;ཁུང;ཁུལ;ཁོན;ཁྱག;ཁྱབ;ཁྱེར;ཁྲོན;གདུང;གདོན;གུ;གྲུ;ཆུག;ཆུང;ཆུད;ཆུན;ཆེན;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེན;ཐོན;དམན;དུ;དྲུག;ནུ;ནོན;པན;ཕན;ཕུག;ཕུད;ཕུབ;ཕུར;ཕོན;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྱུང;ཕྲན;ཕྲིན;ཕྲུ;ཕྲུག;བཙན;བཙུན;བརྟུལ;བསྐུར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;བློན;མཁན;མཐུ;མཐུན;མཚུར;ཚུགས;ཚུན;ཚུར;ཚུལ;ཟན;ཟུར;འབར;ཡན;ཡིན;ཡུལ;ཡོན;རུག;རུས;རྒྱུན;རྡུལ;རྦ;རྩེན;ལུ;ལུག;ལུང;ལུས;ལེན;ཤན;སྐྱོང;སྟན;སྟོན;སྤྱན;སྦྱང;སྦྱོང;སྲུང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
བྱུར	byur	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ཀར;ཀུན;ཁར;ཁུག;ཁུང;ཁུལ;ཁེར;ཁྱག;ཁྱབ;ཁྱེར;གཏོར;གདུང;གསར;གུ;གྲུ;ཆར;ཆུག;ཆུང;ཆུད;ཆུན;ཆེར;ཐར;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེར;ཐོར;དུ;དྲུག;ནུ;ནོར;པར;པོར;ཕུག;ཕུད;ཕུབ;ཕུར;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱིན;ཕྱུགས;ཕྱུང;ཕྲུ;ཕྲུག;བདར;བཙུན;བརྟུལ;བརྡར;བསྐུར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཁར;མཐུ;མཚུར;ཚར;ཚུགས;ཚུར;ཚུལ;ཟུར;ཟེར;འཁོར;འབར;ཡར;ཡུལ;རུག;རུས;རྡུལ;རྦ;ལུ;ལུག;ལུང;ལུས;ཤོར;སེར;སོར;སྐར;སྐོར;སྐྱོང;སྟེར;སྦྱང;སྦྱར;སྦྱོང;སྦྱོར;སྲུང	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
བྱུས	byus	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_735B62E02527	ཀུན;ཁུག;ཁུང;ཁུལ;ཁྱག;ཁྱབ;ཁྱེར;གདུང;གུ;གྲས;གྲུ;གྲོས;ངོས;ཆུག;ཆུང;ཆུད;ཆུན;ཆོས;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐོས;དུ;དྲུག;ནུ;པོས;ཕས;ཕུག;ཕུད;ཕུབ;ཕུར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱིས;ཕྱུགས;ཕྱུང;ཕྲས;ཕྲུ;ཕྲུག;བཅོས;བཙུན;བརྟུལ;བསྐུར;བསྡུས;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲིས;བྲོ;བླང;མཁས;མཐུ;མཚུར;ཚུགས;ཚུར;ཚུལ;ཚོས;ཟས;ཟུར;འབར;ཡས;ཡུལ;རས;རིས;རུག;རུས;རྡུལ;རྡོས;རྦ;ལས;ལུ;ལུག;ལུང;ལུས;ལྷས;ཤས;སྐྱེས;སྐྱོང;སྦྱང;སྦྱོང;སྦྲས;སྲུང	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
བྱོ	byo	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695	ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆོག;ཏོག;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;པོར;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;བརྟོལ;བརྩོན;བསྐོར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚོལ;ཚོས;ཟོར;འཁོར;འབར;ཡོན;ཡོལ;རོ;རོག;རྟོགས;རྡོག;རྡོལ;རྦ;ལོ;ལོག;ལོང;ཤོད;སོ;སོར;སྐོར;སྐྱོང;སྟོང;སྟོན;སྤྱོད;སྦྱང;སྦྱོང;སྦྱོར	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱོག	byog	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ཁུག;ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གཡོག;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅིག;ཅོ;ཅོག;ཆག;ཆུག;ཆོག;ཏིག;ཏོག;ཐེག;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དམག;དོ;དྲེག;དྲོ;ནག;པག;པོར;ཕག;ཕུག;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྲིག;ཕྲུག;བདག;བརྟོལ;བརྩོན;བསྐོར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མགྲོན;མཆོད;མཐུག;མཐོ;མཛོད;མྱོང;ཚག;ཚོལ;ཚོས;ཟུག;ཟོར;འཁོར;འབར;ཡིག;ཡོན;ཡོལ;རིག;རིགས;རུག;རོ;རོག;རྟོགས;རྡེག;རྡོག;རྡོལ;རྦ;ལག;ལུག;ལོ;ལོག;ལོང;ལྷག;ཤོག;ཤོད;སོ;སོར;སྐོར;སྐྱོང;སྒྲོག;སྟག;སྟོང;སྟོན;སྤྱོད;སྦྱང;སྦྱོང;སྦྱོར;སྲོག;སློག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱོན	byon	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ཀན;ཁོག;ཁོང;ཁོན;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲོག;ཁྲོད;ཁྲོན;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆུན;ཆེན;ཆོག;ཏོག;ཐུན;ཐེན;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དམན;དོ;དྲོ;ནོན;པན;པོར;ཕན;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྲན;ཕྲིན;བཙན;བརྟོལ;བརྩོན;བསྐོར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;བློན;མཁན;མགྲོན;མཆོད;མཐུན;མཐོ;མཛོད;མྱོང;ཚུན;ཚོལ;ཚོས;ཟན;ཟོར;འཁོར;འབར;ཡན;ཡིན;ཡོན;ཡོལ;རོ;རོག;རྒྱུན;རྟོགས;རྡོག;རྡོལ;རྦ;རྩེན;ལེན;ལོ;ལོག;ལོང;ཤན;ཤོད;སོ;སོར;སྐོར;སྐྱོང;སྟན;སྟོང;སྟོན;སྤྱན;སྤྱོད;སྦྱང;སྦྱོང;སྦྱོར	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
བྱོབས	byobs	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ཁབ;ཁུགས;ཁེབ;ཁེབས;ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲབ;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདུབ;གདོང;གདོན;གཡོགས;གསོལ;གོ;གྲུབ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆགས;ཆོག;ཏོག;ཐབ;ཐབས;ཐམས;ཐུབ;ཐེབ;ཐེབས;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;ནགས;པགས;པོར;ཕབ;ཕུགས;ཕུབ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;བཏབ;བརྟགས;བརྟོལ;བརྡབ;བརྩོན;བསྐོར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚགས;ཚབ;ཚོལ;ཚོས;ཟོར;འཁོར;འབབ;འབར;ཡབ;ཡོན;ཡོལ;རབ;རིགས;རིམས;རོ;རོག;རྟོགས;རྡོག;རྡོལ;རྦ;ལེབ;ལོ;ལོག;ལོང;ལྕགས;ཤོད;སོ;སོར;སྐོར;སྐྱོང;སྐྱོབ;སྟོང;སྟོན;སྡེབ;སྤྱོད;སྦྱང;སྦྱོང;སྦྱོར;སློབ	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱོར	byor	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ཀར;ཁར;ཁེར;ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གསར;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆར;ཆེར;ཆོག;ཏོག;ཐར;ཐུར;ཐེར;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;ནོར;པར;པོར;ཕུར;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱིན;ཕྱུགས;བདར;བརྟོལ;བརྡར;བརྩོན;བསྐོར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཁར;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚར;ཚུར;ཚོལ;ཚོས;ཟུར;ཟེར;ཟོར;འཁོར;འབར;ཡར;ཡོན;ཡོལ;རོ;རོག;རྟོགས;རྡོག;རྡོལ;རྦ;ལོ;ལོག;ལོང;ཤོད;ཤོར;སེར;སོ;སོར;སྐར;སྐོར;སྐྱོང;སྟེར;སྟོང;སྟོན;སྤྱོད;སྦྱང;སྦྱར;སྦྱོང;སྦྱོར	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱོལ	byol	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;RESIDUAL_A5A2CF47705E	ཁུལ;ཁེལ;ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲལ;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གསལ;གསོལ;གོ;གྲོ;གྲོང;གྲོལ;གྲོས;ངོས;ཅོ;ཅོག;ཆལ;ཆོག;ཏོག;ཐལ;ཐུལ;ཐེལ;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;པོར;ཕུལ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱད;ཕྱམ;ཕྱལ;ཕྱིན;ཕྱུགས;བཅོལ;བཙལ;བརྟོལ;བརྩོན;བསྐོར;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲེལ;བྲོ;བླང;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚིལ;ཚུལ;ཚོལ;ཚོས;ཟོར;འཁོར;འཁོལ;འབར;ཡུལ;ཡོན;ཡོལ;རལ;རིལ;རོ;རོག;རྒོལ;རྟོགས;རྡེལ;རྡོག;རྡོལ;རྦ;རྩལ;ལོ;ལོག;ལོང;ཤེལ;ཤོད;སེལ;སོ;སོར;སྐལ;སྐོར;སྐྱིལ;སྐྱེལ;སྐྱོང;སྒྲོལ;སྟོང;སྟོན;སྤྱོད;སྦྱང;སྦྱོང;སྦྱོར;སྲོལ	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
